#{"t_start": 1777964840.404338, "env_id": "None"}
r,l,t
1263.877355,500,1813.648579
490.045066,500,1815.022508
561.846892,193,1815.613596
919.763724,278,1816.527921
1264.649428,340,1817.496529
1849.763831,500,1819.132302
1213.008293,386,1822.051179
828.636632,294,1822.898026
1031.791251,351,1824.013157
1732.884708,500,1825.509852
2032.682617,500,1827.176968
1916.368177,500,1830.488885
613.447648,500,1832.000436
1725.712837,416,1838.685228
1439.632671,500,1840.428535
1248.208239,406,1843.313466
1228.981048,383,1844.637452
1570.772022,500,1846.122986
1210.633762,336,1847.158336
1759.223013,498,1848.775866
466.181343,147,1850.88433
1899.280272,500,1852.47319
419.877916,173,1852.950029
1475.144789,455,1854.540841
757.173307,234,1855.167778
-19.932587,30,1855.219075
721.358738,244,1856.039248
1818.882835,500,1859.280236
527.354773,224,1860.106799
1671.495049,495,1861.447655
1202.425004,500,1862.948415
326.688805,127,1863.270753
299.383279,106,1863.596827
1715.556543,500,1866.906387
680.953029,204,1867.48698
232.3989,110,1867.863453
1215.398647,500,1869.234887
703.130579,349,1870.353601
443.576698,148,1870.713833
1866.952948,500,1872.362411
967.18173,500,1875.383378
556.257574,248,1876.256193
2177.934352,500,1877.699334
532.431396,181,1878.312452
1941.467146,489,1879.606576
2001.640229,500,1882.878059
1868.764801,500,1884.163954
491.847878,215,1884.744383
924.50739,500,1886.122692
790.519547,500,1887.424052
726.831747,244,1889.924037
1168.372244,325,1890.923871
2360.901729,500,1892.537601
1906.565005,500,1893.923529
1653.188894,500,1895.540693
1152.040214,500,1898.811057
437.389394,500,1900.140452
1519.711974,500,1901.662335
1902.847201,500,1903.286993
1913.329312,500,1906.841999
1871.407784,500,1908.51
1928.534721,500,1910.079148
1847.590237,500,1911.679471
1210.469659,392,1914.719866
1482.087919,500,1916.480144
1657.861564,500,1917.966149
1655.65246,500,1919.44192
1911.831641,500,1922.750692
1827.918642,500,1924.3329
1802.287746,500,1925.622256
1769.06838,500,1927.229287
1604.255657,500,1930.533196
971.563822,294,1931.326666
2098.935405,500,1932.908276
1723.097922,500,1934.480918
1969.492721,500,1942.279097
974.261677,296,1944.878352
902.526263,274,1945.769973
1815.536572,497,1947.074854
857.509777,350,1948.324281
983.368995,500,1949.72339
959.24291,253,1950.563567
1222.865844,456,1953.644326
2193.171605,500,1955.099043
841.686474,296,1956.072678
1446.766935,500,1957.396405
776.368541,200,1958.093418
1168.986566,500,1961.027152
676.93317,205,1961.647343
1636.65726,500,1963.254468
1945.394084,500,1964.785793
915.197265,253,1965.580675
1920.152809,500,1968.874334
947.220408,273,1969.622969
1526.580326,500,1971.146802
1881.922245,500,1972.645684
610.018331,203,1973.256805
1834.193924,500,1976.601418
612.009534,180,1977.081021
1554.961489,500,1978.724782
1758.875548,500,1980.374556
1687.085286,500,1981.868169
1682.470187,500,1985.15762
1242.296865,424,1986.626818
227.031451,254,1987.1962
1725.845512,421,1988.575899
1718.389782,500,1989.992676
918.172401,327,1992.714024
1749.446448,500,1994.215772
1001.602582,343,1995.100502
287.379485,106,1995.371791
863.315912,278,1996.29587
1649.894032,500,1997.801925
1398.487219,500,2001.121451
1286.89126,500,2002.670854
942.898784,277,2003.497104
1629.330324,500,2004.929488
1978.857183,500,2008.11284
83.661043,58,2008.286367
1883.547823,500,2009.845699
1340.532788,500,2011.175265
2062.535061,500,2012.72019
563.666098,175,2013.166262
1794.989569,500,2016.656239
938.860755,281,2017.378981
1807.767736,500,2018.99713
1407.590678,500,2020.63548
315.405033,124,2020.964886
74.208477,58,2021.095601
1011.634506,359,2023.971132
1558.176922,500,2025.392628
1709.03421,500,2026.860936
1624.254722,500,2028.440378
1517.356894,500,2031.52074
199.095176,85,2031.76726
409.357178,164,2032.264221
324.289367,177,2032.752194
1594.378299,500,2034.419388
1922.664987,500,2035.86539
1895.387804,500,2042.372558
-33.356232,20,2042.442813
693.935276,342,2044.95094
1395.638925,500,2046.453446
1455.889121,425,2047.573499
1996.988295,500,2049.221019
1593.186852,500,2052.607291
835.464302,281,2053.38401
834.53969,266,2054.210723
879.94571,306,2055.115831
1520.677141,500,2056.727473
511.55749,201,2057.217043
2061.331939,500,2060.541448
882.861849,283,2061.245557
2187.617556,500,2062.798247
2040.29246,500,2064.402064
1549.83853,500,2065.868832
719.881013,258,2068.352203
1986.878079,500,2069.708439
1895.308204,500,2071.083166
1718.433374,449,2072.62373
2020.154765,500,2075.774565
102.009819,72,2076.006748
1848.917177,500,2077.498531
2055.693148,500,2079.135382
956.867136,304,2080.092462
1900.677249,500,2081.509004
1605.219523,420,2084.594788
1798.733951,500,2086.115695
1454.184398,500,2087.49519
1089.065284,284,2088.448949
1415.45289,500,2091.651141
893.9602,241,2092.479135
1795.582608,500,2093.94396
1766.691544,500,2095.409714
1408.811518,500,2096.957909
1562.866818,500,2100.233477
1666.423891,432,2101.536344
251.17585,123,2101.929347
607.412454,218,2102.580578
1944.294185,500,2104.069536
1392.148376,500,2105.606548
275.127613,131,2107.700013
1311.271216,500,2109.187999
1280.016405,500,2110.735587
1898.964888,500,2112.234903
676.31668,228,2112.843573
15.533411,42,2112.923044
878.157551,272,2115.409106
743.14042,247,2116.241003
392.308739,172,2116.732821
2042.311902,500,2118.346552
1979.268447,500,2120.12485
1530.727772,500,2121.651413
2069.666394,500,2124.789911
1792.982077,500,2126.400622
-15.973138,36,2126.468156
577.770851,244,2127.092996
1017.060407,500,2128.621427
2223.958667,500,2131.642965
36.604917,47,2131.77966
1371.585823,500,2133.186776
1681.384212,500,2134.857509
386.608344,174,2135.243038
703.592967,200,2135.855908
1830.958751,500,2139.075515
1032.707764,273,2145.215486
2001.110425,500,2146.736298
1066.949782,406,2147.837314
1589.865246,500,2149.292993
514.776063,372,2152.03384
1267.279723,500,2153.41215
406.426453,155,2153.989873
1579.285527,500,2155.583051
754.169226,285,2156.451123
817.973131,326,2157.203693
437.714368,178,2157.804044
510.24126,174,2160.077815
1977.807767,500,2161.638452
264.306481,124,2162.020525
59.070101,45,2162.161499
1382.630657,383,2163.32546
1189.248914,344,2164.432449
-22.090003,27,2164.493818
32.136054,55,2164.598033
601.437234,174,2165.048006
712.623814,244,2165.781809
1095.011347,442,2168.861501
1321.509793,400,2170.136142
1650.371891,500,2171.608827
1457.907362,500,2173.019298
1927.219187,500,2176.334945
946.235789,274,2177.048037
1794.001197,500,2178.74885
517.519372,184,2179.167539
1887.95094,500,2180.84562
1909.804733,500,2184.109544
382.332716,150,2184.544323
1368.179989,500,2185.962501
1590.675114,500,2187.376085
1463.184101,500,2188.863341
1063.076315,281,2191.331934
306.126361,114,2191.727637
1809.557409,500,2193.204982
750.601529,235,2193.933049
1959.242346,500,2195.546631
371.721042,132,2195.996733
1442.410862,480,2197.514682
2064.164665,500,2200.983596
704.074547,244,2201.702928
1502.204432,500,2203.145838
1128.528847,500,2204.77574
830.697127,266,2205.504432
1412.067899,500,2208.661402
1155.026541,500,2210.219077
1276.352081,500,2211.266985
1920.912946,500,2212.923572
1789.302822,500,2216.229091
1918.75564,500,2217.817618
584.753365,210,2218.480145
1493.414034,500,2220.069921
1977.191399,500,2223.093302
1982.464626,500,2224.756413
1072.275012,402,2226.004094
338.459308,125,2226.405961
1828.709676,500,2227.73706
1896.670847,500,2230.914469
86.655601,66,2231.072047
1397.821675,500,2232.631481
1696.201781,500,2234.267719
462.556799,167,2234.815805
412.0753,185,2235.319954
636.358995,222,2236.051938
1633.346366,500,2239.183626
1507.198079,383,2240.558127
478.894763,145,2240.941721
1446.748233,486,2248.324909
1304.384592,394,2249.446003
246.134484,121,2249.877093
1239.706465,351,2250.950106
1905.303719,500,2254.583606
1873.076663,500,2256.090139
1476.541056,500,2257.413302
718.18491,236,2258.211108
1493.3135,500,2261.354021
1252.411061,365,2262.511491
112.986123,77,2262.705955
1788.603136,500,2264.023687
263.669939,141,2264.43465
684.474478,213,2265.016106
2130.522913,500,2266.719446
2061.199843,500,2269.935131
2018.435132,500,2271.54094
1825.521423,477,2273.126552
1718.663793,500,2274.757771
238.501305,108,2275.004153
945.491476,322,2277.652059
1642.089335,500,2279.214417
2073.756654,500,2280.882274
1921.536987,500,2282.360676
900.781967,278,2283.100286
1564.625496,500,2286.476798
2040.92016,500,2287.898862
563.614969,245,2288.611542
1526.174726,500,2290.106379
285.931191,147,2290.557123
1994.589092,500,2293.721673
1301.208729,364,2294.98233
1152.256648,500,2296.445337
1835.863048,500,2298.148497
1908.59618,500,2301.326877
870.207239,500,2302.890486
1823.464437,500,2304.554626
1904.704706,500,2306.192039
145.079297,92,2306.445457
1206.378799,477,2309.411165
1623.925024,468,2310.944022
1899.205577,500,2312.67409
1181.533892,383,2313.79038
1033.003356,500,2315.261629
1984.414571,500,2318.82113
982.347988,320,2319.784758
1784.996692,500,2321.517121
991.496389,274,2322.449318
1054.645775,334,2323.42329
586.811175,308,2326.057097
401.779169,134,2326.442172
1377.696138,500,2327.921371
1177.654907,500,2329.292541
447.737168,139,2329.746686
1205.615293,500,2331.292269
1280.829821,321,2334.104431
1974.13546,500,2335.745143
238.715489,113,2336.134173
1923.107606,500,2337.729382
1387.384002,500,2339.127701
1801.964592,500,2342.63863
1802.083259,500,2344.092764
1565.892667,500,2352.395714
380.761797,173,2352.873671
1218.082297,380,2354.030108
1681.706295,500,2357.20423
1884.401477,500,2358.814219
1974.734745,500,2360.462139
1893.397919,500,2362.112721
1040.539506,500,2365.241647
128.601093,104,2365.624222
1699.912649,500,2367.197911
1357.424961,500,2368.745625
888.565846,266,2369.531536
744.032544,216,2370.346575
1615.318684,500,2373.313747
892.67342,500,2374.838561
1217.919866,375,2376.087429
1968.164311,500,2377.533712
707.050931,214,2378.277846
1247.531694,467,2381.374954
1984.690063,500,2382.865143
1954.143064,500,2384.430346
1942.973682,500,2386.06572
597.376949,218,2386.728956
1796.440536,500,2389.922989
1678.10713,500,2391.470542
1724.294944,500,2393.136718
292.584141,114,2393.464591
1910.909287,500,2394.950412
481.040611,167,2397.220287
579.06662,179,2397.845695
2064.706969,500,2399.483377
21.665686,56,2399.637465
1415.687111,500,2401.050472
366.251752,203,2401.667619
1438.036439,500,2404.937526
265.414384,132,2405.264912
1186.651815,470,2406.687645
1772.548784,500,2408.36497
2102.229042,500,2409.837251
907.224892,339,2410.85868
1674.036494,500,2414.135864
568.785726,214,2414.76389
1708.432806,500,2416.299343
1552.496453,500,2417.743555
1005.285413,356,2418.752234
1905.140168,500,2421.950339
763.458489,500,2423.206723
1054.26485,423,2424.583987
540.833436,208,2425.094448
60.984551,64,2425.278815
1368.379898,500,2428.75636
1845.163634,500,2430.223711
382.086437,281,2430.990637
1328.528623,350,2432.245794
751.528882,393,2433.309063
1327.330783,500,2436.534897
1880.847793,500,2438.117856
1222.524362,403,2439.35243
223.210169,107,2439.667506
2133.621492,500,2441.130751
930.549379,412,2442.599219
1639.904565,500,2445.772706
321.169604,127,2446.176328
2014.70842,500,2447.717395
874.078145,268,2448.579632
1660.17273,500,2456.017447
1965.083082,500,2459.011037
893.152528,500,2460.522144
1449.678959,500,2462.174824
1821.571875,500,2463.708288
1788.202296,500,2467.064323
1760.726652,500,2468.695587
1746.513103,500,2470.250471
1197.185422,424,2471.526599
1403.313013,500,2474.769528
392.098206,182,2475.240561
477.293088,170,2475.796038
1645.778633,500,2477.235097
1073.291485,334,2478.400742
1940.555186,500,2480.117054
1294.879708,500,2483.313652
354.695885,191,2483.935805
693.571434,228,2484.606003
1691.300584,500,2486.249171
1161.636008,500,2488.040183
745.554781,276,2488.840299
486.247892,191,2491.050566
1071.336767,390,2492.591492
2009.649687,500,2494.13393
979.105471,274,2494.981161
1584.471343,500,2496.685977
1578.523105,500,2499.825012
1356.30566,500,2501.498298
1079.380684,302,2502.543005
834.488994,275,2503.272555
1054.011343,343,2504.488046
381.067023,146,2504.837856
405.966653,171,2505.268054
1892.698457,500,2508.643929
602.280498,212,2509.144441
1002.201802,473,2510.577219
866.782316,282,2511.268892
2083.790671,500,2512.95651
1966.999618,489,2516.278242
722.782217,245,2516.978577
1010.795239,288,2517.889503
948.537443,314,2518.865601
568.577185,211,2519.468503
743.744425,268,2520.326732
1959.861175,500,2523.444403
1393.271789,500,2524.979911
1673.046372,500,2526.533148
1606.940769,500,2528.210602
993.087244,347,2529.255526
1301.76867,500,2532.556025
546.407115,220,2533.055115
1246.91497,500,2534.583873
1903.465357,500,2535.994728
1775.086073,474,2539.243784
1793.728489,500,2540.801575
829.654789,275,2541.570185
1602.384597,467,2543.047737
1556.717068,467,2544.591581
1493.432802,500,2547.888358
1903.500017,500,2549.412132
1376.660974,500,2550.904541
1865.04888,500,2552.612038
1267.088559,430,2561.878116
1768.781176,500,2563.415061
-14.070194,31,2563.498373
1408.236508,500,2564.903074
581.407896,348,2565.793947
1948.324179,500,2567.486934
193.677158,126,2569.484385
650.911816,226,2570.28875
638.488105,447,2571.495851
-20.582404,37,2571.586092
1630.364415,500,2573.36173
1707.959977,500,2574.961762
860.464447,334,2577.545376
1606.430403,500,2579.060953
1401.916885,500,2580.749927
919.618998,315,2581.522098
1170.846933,350,2582.68081
1087.553187,405,2585.525751
1148.679162,500,2587.107855
620.801263,337,2588.345744
2026.533058,500,2589.910646
1959.869001,500,2591.297804
776.482828,500,2594.666577
368.55057,158,2595.0436
1472.97267,500,2596.686607
1845.057964,500,2598.43997
448.386536,161,2598.819302
1818.167146,500,2602.047253
1793.256278,500,2603.728323
1510.566391,500,2605.122158
91.544396,117,2605.422912
775.378811,355,2606.549368
1779.828654,500,2609.75314
1972.164988,500,2611.372159
520.43086,224,2612.111476
523.128811,218,2612.757493
1667.639809,500,2614.233438
1255.678716,500,2615.712697
1420.198289,442,2618.732451
1411.544461,500,2620.133228
902.410921,367,2621.130407
1092.443368,351,2622.335814
1689.548585,500,2625.739837
295.349571,112,2626.117008
385.345088,194,2626.686894
643.108009,386,2627.71126
1224.2373,500,2629.309055
1837.711246,500,2631.071431
663.587947,227,2631.835146
1930.829887,500,2634.937165
611.263517,220,2635.536134
1139.712351,333,2636.626379
1468.51852,500,2638.305567
1590.421575,500,2639.926938
25.668933,57,2640.124045
1511.348922,500,2643.202788
629.449847,243,2644.146107
1652.361002,500,2645.691125
1088.740445,327,2646.732797
1770.594004,500,2649.890045
1021.102915,500,2651.288577
2089.626359,500,2652.990911
1819.98563,500,2654.613866
550.821596,239,2655.326031
385.004339,154,2655.908564
204.493169,103,2656.230109
1467.699166,450,2664.741485
720.320901,497,2666.201692
797.197129,315,2666.975765
1008.627534,500,2668.688133
756.275805,236,2669.279158
1657.947834,500,2672.616561
413.500253,169,2673.032736
1883.181722,500,2674.724913
835.920127,373,2675.826079
1821.269859,500,2677.396656
1929.976068,500,2680.644267
1853.690884,500,2682.189876
914.262526,251,2682.926304
483.732675,194,2683.493621
1630.749407,500,2685.000955
855.043247,287,2687.467139
1744.70314,500,2688.977705
1261.20227,500,2690.51569
1552.233739,500,2692.128993
1126.172153,396,2693.238204
168.046594,99,2695.174928
1564.426612,500,2696.746707
1591.212149,500,2698.324697
1387.079954,500,2699.694193
600.558755,214,2700.394633
1060.57692,500,2703.546034
1428.376267,500,2705.179456
906.735999,259,2706.083861
574.616266,254,2706.807508
1507.018566,500,2708.656058
1764.470292,500,2711.794841
616.869282,230,2712.528198
544.684544,191,2713.005147
1054.543801,500,2714.575873
491.618441,236,2715.151176
1783.553323,500,2716.78363
353.02013,160,2717.146321
1724.480894,500,2720.527117
1971.977965,500,2721.86992
647.002879,193,2722.543595
1335.091696,500,2724.303738
1770.188579,500,2727.46149
1497.620705,500,2728.984446
431.424886,159,2729.471946
665.65372,251,2730.207807
1472.56123,500,2731.716998
1135.496608,405,2732.976196
1842.864026,500,2736.187225
457.652763,238,2736.955745
1692.471016,500,2738.582563
919.733448,270,2739.262142
1971.931215,500,2741.049195
421.773549,166,2741.551163
1858.694673,500,2745.009167
1473.951842,500,2746.689803
849.578079,289,2747.61241
550.195588,175,2748.185876
1754.289496,500,2749.427316
1950.145296,500,2752.782085
1783.208269,500,2754.244883
1739.336897,500,2755.896419
1576.8984,500,2757.396401
1743.305735,500,2760.749888
1514.725515,500,2766.827842
859.12641,338,2767.807855
761.627535,500,2769.366821
1149.298814,357,2770.664538
1398.092009,500,2773.795973
484.536676,178,2774.422265
1685.459067,500,2775.897387
1833.98591,500,2777.531628
1794.81166,500,2780.71692
458.96911,161,2781.123586
1586.562717,500,2782.681461
391.244872,186,2783.127392
1482.277938,500,2784.69585
1448.029666,366,2785.77687
1716.707315,500,2789.147632
43.894888,66,2789.295694
233.597779,134,2789.727642
732.695514,256,2790.53434
1036.87946,500,2791.959406
81.027749,101,2792.278317
2255.189791,500,2794.002229
1122.385965,438,2797.005678
1418.47158,500,2798.47223
880.737356,500,2800.022295
299.328879,140,2800.433929
518.037429,213,2800.979964
914.30042,280,2801.782811
660.605016,500,2804.807902
779.531693,338,2805.959785
1894.016794,500,2807.514425
306.671258,383,2808.629946
1961.317899,500,2810.107669
299.624687,187,2812.252279
390.166792,144,2812.705314
1185.504752,336,2813.773907
366.508842,186,2814.397707
609.583677,218,2815.05103
36.989991,42,2815.136781
761.504416,236,2815.977519
1293.333385,500,2817.609671
1523.847184,500,2820.913268
237.2941,169,2821.340706
193.33227,142,2821.805031
-20.448021,31,2821.880272
593.133585,298,2822.679083
561.342091,166,2823.10169
1635.770882,500,2824.828404
1960.91418,500,2828.090223
1717.708555,500,2829.409006
1101.303045,500,2830.945364
376.572897,170,2831.427574
470.5436,326,2832.455232
1046.268381,338,2833.434267
1589.934546,500,2836.830533
1968.276293,500,2838.656399
640.750143,293,2839.386901
1591.202804,500,2841.037384
1590.420693,500,2844.283958
1877.934122,500,2845.612929
1529.981282,500,2847.082066
195.317051,97,2847.318833
876.804524,273,2848.248303
1425.463331,500,2849.66668
1981.15728,500,2852.913145
2237.211063,500,2854.650396
1175.694411,500,2856.197635
1563.059784,500,2857.765946
1333.966113,500,2861.010913
28.506453,62,2861.132704
1660.487706,500,2862.71132
2002.032566,500,2870.046143
550.363179,186,2870.602899
871.371767,325,2871.367011
393.012228,165,2873.543058
1828.100192,500,2875.009646
1176.110154,500,2876.568179
1513.28053,442,2877.889758
534.986451,207,2878.635511
1058.802321,294,2879.557894
1753.516341,500,2882.833215
1495.843618,500,2884.369789
1028.896394,500,2885.832524
1825.00412,500,2887.380377
184.651749,125,2889.393052
472.211342,187,2890.063018
726.352398,232,2890.735643
346.936796,211,2891.198685
1590.267191,500,2892.809227
1575.241587,500,2894.315681
1826.085114,500,2897.681471
1579.532608,500,2899.219048
1123.667951,397,2900.480136
659.72765,252,2901.128647
1478.981196,500,2902.745358
1290.35165,500,2905.905327
1553.955328,500,2907.297137
1606.002056,500,2908.904572
2305.518409,500,2910.500427
1434.264413,411,2913.425718
43.38428,105,2913.724597
1556.21121,500,2915.169536
1916.701074,500,2916.781908
1238.444573,419,2918.094157
1823.9351,500,2921.273263
1705.133269,500,2922.875268
927.786355,389,2924.142039
1372.439965,500,2925.563141
599.534253,500,2926.918615
2005.730511,500,2930.376346
1554.888137,500,2931.705039
1823.109766,500,2933.279627
1940.66133,500,2934.997679
318.891307,128,2935.371621
1902.750829,500,2938.703303
1282.818015,388,2939.741459
716.220061,282,2940.627925
1325.366875,500,2942.323794
1328.009911,500,2945.380227
1253.227589,500,2946.868542
2182.36339,500,2948.637538
765.413934,281,2949.335299
1146.006684,500,2950.916193
1760.037212,500,2953.990933
836.321431,274,2954.809053
544.278428,175,2955.285417
1559.516073,500,2956.889803
1358.229131,500,2958.447456
345.430901,140,2958.823641
351.538257,131,2959.135938
1717.874595,500,2962.257894
1443.050723,500,2963.757457
2130.612615,500,2965.170079
1904.93059,500,2972.499142
1781.444045,500,2975.639066
1656.012919,500,2977.125716
244.643908,129,2977.558275
85.018824,83,2977.808264
1471.564848,388,2979.006637
1657.663067,500,2980.723073
1664.619349,500,2984.090225
1118.205676,500,2985.639814
1783.183495,500,2987.029414
691.588979,321,2987.988464
-20.930441,43,2988.125274
585.347153,254,2990.498883
1274.628227,500,2992.168052
1088.239688,360,2993.202744
561.490158,195,2993.906167
657.137715,224,2994.624438
548.175695,500,2995.910049
1407.45901,500,2998.959424
963.895013,325,2999.971531
1312.016223,500,3001.517269
1605.261085,500,3003.16564
1849.916288,500,3006.516526
956.190251,329,3007.417738
-15.879782,40,3007.539584
1671.121426,500,3009.05673
1943.698793,500,3010.678819
110.547209,73,3010.837554
796.333434,218,3011.435737
251.546668,202,3012.077576
109.866806,111,3012.378613
1226.090715,500,3015.53594
842.281023,330,3016.633285
1712.290326,500,3018.291974
1760.326727,500,3019.756378
846.796437,500,3022.834435
985.626562,500,3024.403249
143.339106,87,3024.623683
363.113105,191,3025.035114
456.104571,337,3026.019598
1230.244153,500,3027.792
2073.453198,500,3030.877908
1266.246034,500,3032.484994
1620.097654,419,3033.770558
1341.420066,500,3035.171904
1493.312128,500,3038.549851
1073.7139,500,3040.005636
833.866409,500,3041.452521
554.587423,219,3042.160516
308.076485,124,3042.534351
1079.106857,457,3043.949497
1429.723125,500,3047.226008
-7.649827,62,3047.38444
1344.135871,416,3048.781118
269.991895,142,3049.107322
1844.413949,500,3050.805481
1403.117346,500,3053.897869
120.4747,82,3054.159875
1734.223098,500,3055.77944
735.226594,500,3057.22789
1323.348196,400,3058.707471
750.772326,345,3059.643904
1612.62795,500,3062.837287
699.29763,500,3064.366197
1537.168003,500,3066.026437
1083.812765,500,3067.510701
551.020101,201,3068.218091
203.014103,101,3076.51036
1739.437336,500,3078.047579
1286.248348,500,3079.385994
1659.670367,500,3081.14281
221.663873,100,3081.464639
1914.559634,500,3084.785713
1905.850875,500,3086.313646
1450.766757,500,3087.800399
20.233295,44,3087.952339
2152.179887,500,3089.630381
1137.582257,324,3090.655137
966.953555,437,3093.651985
171.894097,103,3093.981804
1363.641211,500,3095.605583
1804.868967,500,3097.115903
389.095655,179,3097.6243
638.430391,201,3098.31617
-18.63266,40,3098.414153
1536.501366,500,3101.498128
1170.598033,500,3103.048535
1968.92803,500,3104.817693
468.172211,229,3105.493233
1906.15586,500,3108.986427
1956.939938,500,3110.525719
633.827997,242,3111.169784
510.624234,264,3112.023793
1606.37346,500,3113.480527
453.383069,179,3114.052816
360.070358,152,3114.538614
136.330225,130,3114.817724
718.353789,453,3117.785747
-9.536018,34,3117.87694
146.920555,79,3118.14015
82.607264,81,3118.436711
1939.811484,500,3119.829441
1833.412418,500,3121.2401
2061.685108,500,3124.424641
996.409171,393,3125.471759
1980.254309,500,3127.006624
1764.835951,500,3128.691712
1426.958727,500,3130.13628
1857.616585,500,3133.982728
1929.141029,500,3135.248565
1450.085869,500,3136.808231
308.193169,216,3137.371659
1324.257709,483,3140.585482
1351.049228,472,3142.141064
1883.297069,500,3143.589076
1494.468655,500,3145.146269
425.474177,160,3145.648654
157.044315,118,3146.018296
1118.303141,500,3149.030802
912.913459,404,3150.282593
1316.653786,500,3151.784721
948.85656,500,3153.265201
1044.730086,340,3154.430143
692.474924,338,3156.980048
715.61557,392,3158.211271
797.216352,282,3158.933816
958.763849,271,3159.904625
629.779827,500,3161.289894
499.853641,205,3161.946516
433.98521,200,3164.202964
926.728377,500,3165.594037
781.577989,294,3166.578021
475.296074,167,3167.022584
827.652837,500,3168.524822
1177.555722,410,3169.780419
510.358386,215,3172.222757
1382.793583,500,3178.806929
533.193078,500,3180.170896
1480.755224,436,3181.398226
1217.179702,454,3182.807841
1512.428595,500,3185.926596
466.786177,211,3186.529504
1582.283186,500,3188.187287
2054.047081,500,3189.608433
1819.922118,500,3192.886714
1710.400831,500,3194.66544
1431.706427,465,3196.110881
1627.442855,500,3197.442811
833.094636,362,3198.580168
1653.975555,500,3201.744109
1237.000597,500,3203.203169
846.783772,275,3204.197672
1883.376534,500,3205.765183
1006.46784,339,3207.018723
1681.021461,500,3210.482413
875.373401,331,3211.325763
752.590443,500,3212.975224
167.571739,115,3213.223225
497.967389,421,3214.52673
1350.429258,412,3217.475519
739.840808,500,3218.993776
2102.281789,500,3220.688903
-29.687164,27,3220.741766
339.148119,171,3221.171966
1954.318151,500,3222.756003
1585.660465,500,3226.14444
199.305217,138,3226.545979
1836.808313,500,3228.315077
1858.21889,500,3229.601136
861.641028,500,3231.201616
522.889948,202,3233.619625
1195.574898,500,3235.01135
226.137985,299,3235.863279
1877.963193,500,3237.403239
1459.470233,500,3239.056086
122.812524,70,3239.210155
173.3746,119,3241.261701
1066.406528,439,3242.797684
1616.616893,500,3244.444797
1585.028808,500,3246.019101
1802.088911,500,3247.811573
1835.412633,500,3250.959439
1859.910458,500,3252.46111
667.39096,221,3253.042145
1048.723883,476,3254.499745
568.027699,213,3255.011981
1033.356097,500,3258.318149
1670.742243,500,3259.656858
496.582918,263,3260.521749
1430.189126,382,3261.641064
-32.418832,27,3261.707738
474.488406,196,3262.283893
765.751171,379,3265.126916
389.039743,125,3265.488399
1416.520039,500,3267.157887
1967.71784,500,3268.82254
1803.408466,500,3270.511845
491.399055,181,3270.946167
1679.470137,500,3274.32505
1426.252269,500,3276.034114
640.278848,316,3281.86587
1689.196554,500,3283.489422
1943.788122,500,3286.72762
632.753497,236,3287.377334
1947.021354,500,3288.963919
462.904414,178,3289.473265
588.288308,339,3290.478629
1046.721349,460,3291.848502
1461.80753,378,3294.722456
946.794279,500,3296.18213
1615.135567,500,3297.561181
1586.123109,500,3299.188694
609.904031,380,3300.402359
332.113476,500,3303.337072
359.822913,126,3303.755363
1692.15696,500,3305.233057
1702.4105,500,3306.832522
1650.945059,500,3309.940869
980.441277,381,3311.077649
1990.727715,500,3312.739168
538.530275,174,3313.205579
1836.642394,500,3314.658966
1058.016531,288,3315.453341
358.764054,167,3315.966184
1187.21748,500,3319.066177
708.204454,500,3320.534887
1957.39374,500,3322.061828
264.682311,163,3322.618152
595.764724,190,3323.078086
1800.295236,500,3326.453912
1346.502859,500,3328.051744
1705.619105,500,3329.40844
523.858074,218,3330.101105
1442.012202,500,3331.418568
115.284294,112,3333.396082
212.359601,172,3333.963907
1111.538729,367,3334.995661
1239.85763,395,3336.258845
1732.825784,500,3337.805887
1911.748648,500,3339.787867
1798.796521,500,3342.928453
1454.385237,500,3344.594073
318.97272,166,3344.977789
798.563267,500,3346.459741
484.798585,165,3346.885863
1940.231893,500,3350.37051
674.26554,257,3351.007045
1236.416728,377,3352.230518
1592.140502,482,3353.784825
298.737245,129,3354.235758
1679.432221,500,3355.871822
1832.761336,500,3359.117384
1287.263727,423,3360.392671
1213.576846,500,3362.026593
691.563411,306,3362.951617
881.084508,500,3366.111041
1841.901449,500,3367.645375
641.793109,500,3369.041161
567.857768,380,3370.171653
1474.638901,500,3371.822018
369.566119,137,3373.992655
1915.80609,500,3375.421671
402.373989,227,3376.078729
890.864648,326,3376.991098
1486.277758,500,3384.889693
786.981195,260,3385.528117
1536.300331,500,3388.679458
645.442885,500,3390.204124
1873.940579,500,3391.685004
1840.839213,500,3393.167679
1620.636963,500,3396.586437
104.832731,80,3396.751367
396.122163,131,3397.07396
2088.726621,500,3398.862413
1048.412521,500,3400.534503
1580.910963,500,3402.015924
1947.365498,500,3405.199755
1678.775177,500,3406.850113
1675.267866,500,3408.435372
1844.497349,500,3409.720675
360.574213,155,3411.809949
142.882993,278,3412.621491
964.65846,500,3414.085977
1441.122727,500,3415.59834
1863.513008,500,3417.011869
2102.740483,500,3420.282517
666.985473,276,3421.055102
1516.9984,461,3422.643022
110.042939,115,3422.905256
194.908629,149,3423.250686
1448.231852,500,3424.771512
1415.883619,500,3428.0072
2170.517772,500,3429.391824
770.085835,252,3430.270144
1003.311583,500,3431.706348
415.993154,149,3432.237014
1867.580159,500,3435.605676
324.311325,148,3436.103905
1906.512561,500,3437.558518
1841.474233,500,3439.146278
